Row #,Species,Count,Location,S/P,Date,LocID,SubID
2540,Yellow-fronted Canary,2,Jemma Valley--tributary north of crossing,ET-AM,13 Feb 2018,L3236328,S58094076
2541,African Citril,1,Addis Ababa--Ghion Hotel,ET-AA,11 Feb 2018,L3016220,S57747638
2542,Reichenow's Seedeater,10,Hara Langano Lodge,ET-OR,19 Feb 2018,L5217896,S58108066
2543,Yellow-rumped Serin,1,Jemma Valley--tributary north of crossing,ET-AM,13 Feb 2018,L3236328,S58094076
2544,White-bellied Canary,1,"Wachile/Mega Rd (4.2103,38.6213)",ET-OR,24 Feb 2018,L7002970,S58108015
2545,Yellow-throated Serin,4,Melka Ghebdu,ET-AM,14 Feb 2018,L1550664,S58094115
2546,Salvadori's Serin,2,Carsa Dek (general area),ET-OR,23 Feb 2018,L4708926,S61036516
2547,Northern Grosbeak-Canary,1,Wachile/Mega Rd.,ET-OR,24 Feb 2018,L7018508,S61036503
2548,Streaky Seedeater,3,Addis Ababa--Ghion Hotel,ET-AA,11 Feb 2018,L3016220,S57747638
2549,Brown-rumped Seedeater,32,Addis Ababa--Ghion Hotel,ET-AA,11 Feb 2018,L3016220,S57747638
2550,Ankober Serin,15,Gemessa Gedel,ET-AM,14 Feb 2018,L1550663,S58094136
2551,Eurasian Linnet,,Spain,ES-,27 Jul 2016,L3679729,S64937424
2552,Red Crossbill,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
2553,European Goldfinch,,Spain,ES-,24 Sep 2016,L3679729,S64937384
2554,European Serin,,Spain,ES-,27 Jul 2016,L3679729,S64937424
2555,Yellow-crowned Canary,300,BMNP--Bale Mountain Lodge area,ET-OR,22 Feb 2018,L4053465,S61036537
2556,Ethiopian Siskin,5,Sululta Plain,ET-OR,12 Feb 2018,L1550637,S57747740
2557,Pine Siskin,,Yosemite NP--Glacier Point Rd.,US-CA,02 Aug 2008,L784322,S72093508
2558,Lesser Goldfinch,,Anza-Borrego Desert SP--Visitor Center,US-CA,01 Apr 1991,L668805,S72093787
2559,Lawrence's Goldfinch,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
2560,American Goldfinch,,Pt. Pinole Regional Park,US-CA,06 Jan 1991,L109308,S72093793
2561,Hooded Siskin,,Lima District,PE-LIM,04 Oct 2012,L9693967,S64937239
2562,Rosy Thrush-Tanager,,Canopy Tower locality,PA-8,23 Oct 2014,L9690908,S64937303
2563,Corn Bunting,,Spain,ES-,27 Jul 2016,L3679729,S64937424
2564,Rock Bunting,,Spain,ES-,25 Sep 2016,L3679729,S64937377
2565,Cirl Bunting,,Spain,ES-,26 Sep 2017,L3679729,S64937442
2566,Somali Bunting,4,Awash NP--southern section,ET-AF,16 Feb 2018,L1550655,S58094237
2567,Cinnamon-breasted Bunting,3,Debre Libanos--Lodge and Portuguese Bridge,ET-OR,12 Feb 2018,L1550631,S57747975
2568,Little Bunting,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
2569,Rustic Bunting,1,Golden Gate Park--Big Rec Ball Fields,US-CA,17 Jan 2015,L2341719,S72093045
2570,Ashy-throated Chlorospingus,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
2571,Common Chlorospingus,,Keulap to Abra Patricia,PE-AMA,10 Oct 2012,L9694503,S64937203
2572,Dusky Chlorospingus,6,Cerro Montezuma--Los Chorros,CO-RIS,07 Jul 2019,L6109719,S58038180
2573,Tumbes Sparrow,,Reserva Ecológica Chaparri,PE-LAM,18 Oct 2012,L3966184,S64937162
2574,Grasshopper Sparrow,,Cleo and John's farm,US-SD,22 Jun 2013,L9434444,S72093128
2575,Grassland Sparrow,2,RJ 139--Pirai a Passa Três,BR-RJ,23 Nov 2019,L6476557,S70570321
2576,Yellow-browed Sparrow,1,Reserva Natural Palmarí,BR-AM,24 Jun 2018,L3018622,S72092190
2577,Olive Sparrow,,Puerto Angel,MX-OAX,15 Nov 2007,L2375928,S72093534
2578,Black-striped Sparrow,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
2579,Chipping Sparrow,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
2580,Field Sparrow,,Illinois Beach SP--South Unit,US-IL,02 Jun 2017,L152655,S72092647
2581,Brewer's Sparrow,4,Calpine Rd.,US-CA,15 Jul 2020,L391656,S71597619
2582,Black-throated Sparrow,,Arizona,US-AZ,07 Apr 1997,L108915,S72093698
2583,Five-striped Sparrow,,Batopilas (pueblo),MX-CHH,03 Jan 2003,L293078,S72501664
2584,Lark Sparrow,,Ohlone Audubon Panoche Pass trip,US-CA,05 Feb 2001,L9709844,S72093682
2585,Lark Bunting,,Thunder Basin National Grassland,US-WY,18 Jun 2013,L9664585,S72093188
2586,Black-headed Brushfinch,1,Camino Montezuma--Montezuma Rainforest Lodge,CO-RIS,09 Jul 2019,L8012829,S58369124
2587,Gray-browed Brushfinch,1,"Riosucio - Jardin, Caldas, CO (5,501, -75,779)",CO-CAL,02 Jul 2019,L9577851,S57893439
2588,Orange-billed Sparrow,,Canopy Tower locality,PA-8,24 Oct 2014,L9690908,S64937310
2589,Half-collared Sparrow,1,Fazenda Museros e estrada,BR-SP,11 Nov 2019,L9859332,S61861327
2590,Chestnut-capped Brushfinch,1,Alto Anchicayá - El Descanso (Doña Dora),CO-VAC,02 Jul 2018,L4375590,S72092171
2591,Olive Finch,2,Camino Montezuma--La Clarita,CO-RIS,08 Jul 2019,L5041374,S58172293
2592,Fox Sparrow,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
2593,Dark-eyed Junco,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
2594,Yellow-eyed Junco,,Cerocahui (área general),MX-CHH,30 Dec 2002,L928020,S72501722
2595,Rufous-collared Sparrow,,Cajamarca region,PE-CAJ,05 Oct 2012,L9694072,S64937236
2596,White-crowned Sparrow,,"Ano Nuevo SP--Visitors Center, Elephant Seals and all trails",US-CA,04 Aug 1990,L109471,S72093807
2597,Golden-crowned Sparrow,,Pt. Pinole Regional Park,US-CA,06 Jan 1991,L109308,S72093793
2598,Harris's Sparrow,1,Harris' Sparrow stakeout,US-CA,03 Jan 2014,L9680152,S72093096
2599,White-throated Sparrow,,Magee Marsh (Ottawa Co.),US-OH,15 May 1994,L275517,S72093718
2600,Bell's Sparrow,1,Pine Flat Rd.--upper,US-CA,10 Apr 2016,L1164789,S72500699
2601,Vesper Sparrow,,Cerocahui (área general),MX-CHH,28 Dec 2002,L928020,S72501646
2602,Nelson's Sparrow,5,Weskeag Marsh,US-ME,04 Aug 2017,L450156,S72092464
2603,Savannah Sparrow,,Grizzly Island Wildlife Area,US-CA,20 Jan 1991,L371137,S72093791
2604,Song Sparrow,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
2605,Lincoln's Sparrow,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
2606,Canyon Towhee,4,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
2607,White-throated Towhee,,Oaxaca City,MX-OAX,15 Nov 2007,L9648775,S72093530
2608,Abert's Towhee,,Arizona,US-AZ,07 Apr 1997,L108915,S72093698
2609,California Towhee,,Pt. Pinole Regional Park,US-CA,06 Jan 1991,L109308,S72093793
2610,Rufous-crowned Sparrow,,Cerocahui (área general),MX-CHH,30 Dec 2002,L928020,S72501722
2611,Green-tailed Towhee,,Arizona,US-AZ,07 Apr 1997,L108915,S72093698
2612,Spotted Towhee,,Arizona,US-AZ,07 Apr 1997,L108915,S72093698
2613,Eastern Towhee,,Wakulla Springs SP,US-FL,22 Jun 2003,L127256,S72093604
2614,White-naped Brushfinch,1,"Finca Alejandría ""El Paraiso de Los Colibries""",CO-VAC,01 Jul 2018,L2057859,S72092174
2615,Rufous-eared Brushfinch,,Cajamarca to Celedin,PE-CAJ,06 Oct 2012,L9694147,S64937232
2616,Tricolored Brushfinch,4,Alto Anchicayá - El Descanso (Doña Dora),CO-VAC,02 Jul 2018,L4375590,S72092171
2617,Slaty Brushfinch,1,RNA Loro Orejiamarillo (Yellow-eared Parrot Reserve),CO-ANT,02 Jul 2019,L604060,S57893420
2618,Pale-naped Brushfinch,2,PNN Los Nevados--Centro de Visitantes Brisas,CO-TOL,05 Jul 2019,L5069164,S58011929
2619,Antioquia Brushfinch,4,Vereda Cerezales,CO-ANT,28 Jun 2019,L5831512,S57893415
2620,Yellow-breasted Brushfinch,,Cajamarca to Celedin,PE-CAJ,06 Oct 2012,L9694147,S64937232
2621,White-winged Brushfinch,,Jaen west to Olmos,PE-CAJ,16 Oct 2012,L9695402,S64937173
2622,Yellow-breasted Chat,1,Ft. Pierre NG (Lyman Co.),US-SD,21 Jun 2013,L331980,S72093132
2623,Yellow-headed Blackbird,,Tule Lake NWR (SIS Co.),US-CA,09 Aug 2009,L639242,S72093469
2624,Bobolink,,Hollywood Blvd - Howie/ Karen Neilsen's,US-ME,27 Jun 1991,L6170052,S72093779
2625,Western Meadowlark,,Grizzly Island Wildlife Area,US-CA,20 Jan 1991,L371137,S72093791
2626,Eastern Meadowlark,1,Illinois Beach SP--South Unit,US-IL,02 Jun 2017,L152655,S72092647
2627,Red-breasted Meadowlark,,Day 5 Darien - Las Lagunas and El Salto,PA-5,05 Nov 2014,L9688798,S64937276
2628,White-browed Meadowlark,2,Arrozais de Tremembé--Estrada do Kanegae,BR-SP,17 Nov 2019,L2327379,S70570331
2629,Peruvian Meadowlark,,Lima District,PE-LIM,04 Oct 2012,L9693967,S64937239
2630,Yellow-billed Cacique,,Canopy Tower locality,PA-8,24 Oct 2014,L9690908,S64937310
2631,Yellow-winged Cacique,,Puerto Angel,MX-OAX,15 Nov 2007,L2375928,S72093534
2632,Russet-backed Oropendola,,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
2633,Crested Oropendola,,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
2634,Chestnut-headed Oropendola,,Canopy Tower locality,PA-8,23 Oct 2014,L9690908,S64937303
2635,Black Oropendola,,Río Chucunaque,PA-5,04 Nov 2014,L2306454,S64937278
2636,Olive Oropendola,20,Río Inírida--Inírida,CO-GUA,09 Jul 2018,L2613195,S72092121
2637,Solitary Black Cacique,1,Rio Amazonas--Isla Ronda,CO-AMA,29 Jun 2018,L465437,S64937512
2638,Golden-winged Cacique,2,PE Intervales,BR-SP,11 Nov 2019,L972187,S62338130
2639,Scarlet-rumped Cacique,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
2640,Yellow-rumped Cacique,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
2641,Mountain Cacique,2,"Riosucio - Jardin, Caldas, CO (5,501, -75,779)",CO-CAL,02 Jul 2019,L9577851,S57893439
2642,Red-rumped Cacique,5,Río Inírida--Inírida,CO-GUA,10 Jul 2018,L2613195,S72092118
2643,Black-vented Oriole,1,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
2644,Orchard Oriole,,Custer SP,US-SD,20 Jun 2013,L457074,S72093161
2645,Hooded Oriole,,Anza-Borrego Desert SP--Visitor Center,US-CA,01 Apr 1991,L668805,S72093787
2646,Yellow-backed Oriole,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
2647,Orange-crowned Oriole,,Day 5 Darien - Las Lagunas and El Salto,PA-5,05 Nov 2014,L9688798,S64937276
2648,White-edged Oriole,,Olmos to Chappari Lodge,PE-LAM,17 Oct 2012,L9695443,S64937171
2649,Yellow-tailed Oriole,,Celendin to Leimebama,PE-AMA,07 Oct 2012,L9694229,S64937225
2650,Epaulet Oriole,2,Waller Field,TT-TUP,07 Oct 2017,L623424,S58111521
2651,Orange-backed Troupial,,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
2652,Streak-backed Oriole,1,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
2653,Bullock's Oriole,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
2654,Yellow Oriole,3,Asa Wright Nature Centre,TT-TUP,06 Oct 2017,L295164,S57748129
2655,Spot-breasted Oriole,,Puerto Angel,MX-OAX,15 Nov 2007,L2375928,S72093534
2656,Altamira Oriole,,Puerto Angel,MX-OAX,15 Nov 2007,L2375928,S72093534
2657,Baltimore Oriole,,Magee Marsh (Ottawa Co.),US-OH,15 May 1994,L275517,S72093718
2658,Scott's Oriole,2,Cerocahui (área general),MX-CHH,28 Dec 2002,L928020,S72501646
2659,Red-winged Blackbird,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
2660,Tricolored Blackbird,10,Patterson Pass,US-CA,04 Feb 2017,L500325,S72092903
2661,Shiny Cowbird,,Day 3 Darien Camp - El Salto Road and Arusa Road,PA-5,03 Nov 2014,L9689040,S64937281
2662,Brown-headed Cowbird,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
2663,Giant Cowbird,,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
2664,Scrub Blackbird,,Cajamarca region,PE-CAJ,05 Oct 2012,L9694072,S64937236
2665,Brewer's Blackbird,,"Ano Nuevo SP--Visitors Center, Elephant Seals and all trails",US-CA,04 Aug 1990,L109471,S72093807
2666,Common Grackle,,Florida,US-FL,03 Mar 1996,L108932,S72093705
2667,Boat-tailed Grackle,,Florida,US-FL,03 Mar 1996,L108932,S72093705
2668,Great-tailed Grackle,,Arizona,US-AZ,07 Apr 1997,L108915,S72093698
2669,Carib Grackle,1,Demarara Rd,TT-TUP,07 Oct 2017,L6330320,S58108089
2670,Red-bellied Grackle,3,"Autopista Medellín-Bogotá, Antioquia, CO (6,037, -75,185)",CO-ANT,29 Jun 2019,L9647871,S58227237
2671,Velvet-fronted Grackle,10,Reserva Natural Palmarí,BR-AM,24 Jun 2018,L3018622,S72092190
2672,Oriole Blackbird,12,Rio Amazonas--Isla Ronda,CO-AMA,29 Jun 2018,L465437,S64937512
2673,Chopi Blackbird,12,Itatiaia--snipe valley farm,BR-RJ,22 Nov 2019,L972134,S70570328
2674,Pale-eyed Blackbird,,Moyobama towards Jaen,PE-SAM,15 Oct 2012,L9695353,S64937179
2675,Chestnut-capped Blackbird,35,Arrozais de Tremembé--Estrada do Kanegae,BR-SP,17 Nov 2019,L2327379,S70570331
2676,Yellow-hooded Blackbird,,Lima District,PE-LIM,04 Oct 2012,L9693967,S64937239
2677,Yellow-rumped Marshbird,4,Itatiaia--snipe valley farm,BR-RJ,22 Nov 2019,L972134,S70570328
2678,Ovenbird,,Custer SP,US-SD,20 Jun 2013,L457074,S72093161
2679,Worm-eating Warbler,1,Half Moon Bay SB--Sweetwood Camp + Dunes Beach + Horse Field south of Young Ave.,US-CA,29 Oct 2020,L1397177,S75577955
2680,Northern Waterthrush,,Laguna de Manialtepec,MX-OAX,19 Nov 2007,L221393,S64937484
2681,Black-and-white Warbler,,Florida,US-FL,03 Mar 1996,L108932,S72093705
2682,Prothonotary Warbler,,Wakulla Springs SP,US-FL,22 Jun 2003,L127256,S72093604
2683,Tennessee Warbler,,Magee Marsh (Ottawa Co.),US-OH,15 May 1994,L275517,S72093718
2684,Orange-crowned Warbler,,Gray Lodge Wildlife Area,US-CA,03 Feb 2002,L368257,S72093654
2685,Nashville Warbler,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
2686,Virginia's Warbler,,Ouray County,US-CO,22 Jul 2011,L9667764,S72093262
2687,Masked Yellowthroat,,Cajamarca region,PE-CAJ,05 Oct 2012,L9694072,S64937236
2688,MacGillivray's Warbler,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
2689,Mourning Warbler,,Canopy Tower locality,PA-8,24 Oct 2014,L9690908,S64937310
2690,Common Yellowthroat,,"Ano Nuevo SP--Visitors Center, Elephant Seals and all trails",US-CA,04 Aug 1990,L109471,S72093807
2691,Hooded Warbler,,Wakulla Springs SP,US-FL,22 Jun 2003,L127256,S72093604
2692,American Redstart,,Magee Marsh (Ottawa Co.),US-OH,15 May 1994,L275517,S72093718
2693,Cerulean Warbler,,Pinckney RA--Embury Rd,US-MI,14 Jun 2011,L1131706,S72093266
2694,Northern Parula,,Laguna de Manialtepec,MX-OAX,19 Nov 2007,L221393,S64937484
2695,Tropical Parula,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
2696,Magnolia Warbler,,Magee Marsh (Ottawa Co.),US-OH,15 May 1994,L275517,S72093718
2697,Bay-breasted Warbler,,Magee Marsh (Ottawa Co.),US-OH,15 May 1994,L275517,S72093718
2698,Blackburnian Warbler,,Magee Marsh (Ottawa Co.),US-OH,15 May 1994,L275517,S72093718
2699,Yellow Warbler,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
2700,Chestnut-sided Warbler,,Magee Marsh (Ottawa Co.),US-OH,15 May 1994,L275517,S72093718
2701,Blackpoll Warbler,1,Golden Gate Park--Stow Lake,US-CA,23 Sep 2020,L499374,S73976585
2702,Black-throated Blue Warbler,,Magee Marsh (Ottawa Co.),US-OH,15 May 1994,L275517,S72093718
2703,Palm Warbler,,Florida,US-FL,03 Mar 1996,L108932,S72093705
2704,Pine Warbler,3,"Hidden Valley Nature Center, Jefferson",US-ME,31 Jul 2017,L1593223,S72092522
2705,Yellow-rumped Warbler,,Pt. Pinole Regional Park,US-CA,06 Jan 1991,L109308,S72093793
2706,Yellow-throated Warbler,,Florida,US-FL,03 Mar 1996,L108932,S72093705
2707,Prairie Warbler,1,Hollywood Blvd - Howie/ Karen Neilsen's,US-ME,01 Aug 2017,L6170052,S72092516
2708,Black-throated Gray Warbler,4,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
2709,Townsend's Warbler,,Cerocahui (área general),MX-CHH,30 Dec 2002,L928020,S72501722
2710,Hermit Warbler,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
2711,Black-throated Green Warbler,2,Hollywood Blvd - Howie/ Karen Neilsen's,US-ME,01 Aug 2017,L6170052,S72092516
2712,Rufous-capped Warbler,,Batopilas (pueblo),MX-CHH,03 Jan 2003,L293078,S72501664
2713,Golden-crowned Warbler,2,Blanchisseuse Road Between 12-15mm,TT-TUP,08 Oct 2017,L6333142,S58111516
2714,Three-striped Warbler,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
2715,Citrine Warbler,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
2716,White-browed Warbler,1,PE Intervales,BR-SP,11 Nov 2019,L972187,S62338130
2717,Black-crested Warbler,,Cajamarca region,PE-CAJ,05 Oct 2012,L9694072,S64937236
2718,Buff-rumped Warbler,,Reserva San Francisco,PA-8,07 Nov 2014,L1092612,S64937263
2719,Riverbank Warbler,4,Guaraú--área geral,BR-SP,10 Nov 2019,L3532504,S62338118
2720,Golden-bellied Warbler,1,Via Antigua a Buenaventura,CO-VAC,02 Jul 2018,L2998201,S72092158
2721,Russet-crowned Warbler,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
2722,Canada Warbler,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
2723,Wilson's Warbler,,Magee Marsh (Ottawa Co.),US-OH,15 May 1994,L275517,S72093718
2724,Painted Redstart,,Urique (pueblo),MX-CHH,29 Dec 2002,L1653804,S72501715
2725,Slate-throated Redstart,,Batopilas (pueblo),MX-CHH,03 Jan 2003,L293078,S72501664
2726,Golden-fronted Redstart,4,Vereda Cerezales,CO-ANT,28 Jun 2019,L5831512,S57893415
2727,Spectacled Redstart,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
2728,Dusky-faced Tanager,,Day 1 2nd week to Darien from Tower,PA-KY,01 Nov 2014,L9690666,S64937316
2729,Olive-green Tanager,5,PE Carlos Botelho--Mirante,BR-SP,11 Nov 2019,L4108252,S61861328
2730,Hepatic Tanager,,Urique (pueblo),MX-CHH,29 Dec 2002,L1653804,S72501715
2731,Summer Tanager,1,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
2732,Scarlet Tanager,,Magee Marsh (Ottawa Co.),US-OH,15 May 1994,L275517,S72093718
2733,Western Tanager,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
2734,Red-hooded Tanager,4,RNA Loro Orejiamarillo (Yellow-eared Parrot Reserve),CO-ANT,02 Jul 2019,L604060,S57928028
2735,Red-crowned Ant-Tanager,2,Asa Wright Nature Centre,TT-TUP,06 Oct 2017,L295164,S57748129
2736,Red-throated Ant-Tanager,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
2737,Sooty Ant-Tanager,3,"Striolated And Sooty Spot, Antioquia, CO (5,928, -74,869)",CO-ANT,01 Jul 2019,L9577892,S57893465
2738,Crested Ant-Tanager,2,Camino Montezuma--La Clarita,CO-RIS,07 Jul 2019,L5041374,S58038196
2739,Carmiol's Tanager,,Day 1 2nd week to Darien from Tower,PA-KY,01 Nov 2014,L9690666,S64937316
2740,Lemon-spectacled Tanager,2,RN Aguaclara,CO-VAC,03 Jul 2018,L4303937,S72092156
2741,Yellow-green Grosbeak,3,Reserva Ecológica de Guapiaçu (REGUA),BR-RJ,25 Nov 2019,L612882,S70570319
2742,Northern Cardinal,,Florida,US-FL,03 Mar 1996,L108932,S72093705
2743,Pyrrhuloxia,8,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
2744,Golden Grosbeak,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
2745,Rose-breasted Grosbeak,,Pinckney RA--Embury Rd,US-MI,14 Jun 2011,L1131706,S72093266
2746,Black-headed Grosbeak,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
2747,Rose-breasted Chat,1,Río Inírida--Inírida,CO-GUA,10 Jul 2018,L2613195,S72092118
2748,Blue-black Grosbeak,,Canopy Tower locality,PA-8,22 Oct 2014,L9690908,S64937298
2749,Amazonian Grosbeak,1,Río Inírida--Inírida,CO-GUA,06 Jul 2018,L2613195,S71791573
2750,Ultramarine Grosbeak,1,"Unnamed Road, Rio de Janeiro, BR (-21.922, -42.683)",BR-RJ,24 Nov 2019,L10274639,S62213823
2751,Blue Grosbeak,,Bosque del Apache NWR,US-NM,25 Jul 2001,L127945,S72093672
2752,Lazuli Bunting,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
2753,Indigo Bunting,,MJ farm,US-IN,14 Jul 2013,L9700189,S72093123
2754,Orange-breasted Bunting,,Puerto Angel,MX-OAX,15 Nov 2007,L2375928,S72093534
2755,Varied Bunting,2,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
2756,Painted Bunting,,Puerto Angel,MX-OAX,15 Nov 2007,L2375928,S72093534
2757,Dickcissel,,Ft. Pierre NG (Lyman Co.),US-SD,21 Jun 2013,L331980,S72093132
2758,Brown Tanager,6,PE Intervales,BR-SP,13 Nov 2019,L972187,S70570337
2759,Red-crested Cardinal,,Hawaii,US-HI,16 Apr 2008,L108936,S72093527
2760,Red-cowled Cardinal,3,Reserva Ecológica de Guapiaçu (REGUA),BR-RJ,25 Nov 2019,L612882,S70570319
2761,Masked Cardinal,8,Caroni Swamp,TT-SJL,11 Oct 2017,L616318,S58111570
2762,Red-capped Cardinal,2,Reserva Natural Palmarí,BR-AM,22 Jun 2018,L3018622,S72502203
2763,Yellow-billed Cardinal,,Hawaii,US-HI,16 Apr 2008,L108936,S72093527
2764,Black-faced Tanager,5,Caño Culebra Trail,CO-GUA,08 Jul 2018,L7562069,S72092127
2765,Magpie Tanager,,Moyobama towards Jaen,PE-SAM,15 Oct 2012,L9695353,S64937179
2766,White-capped Tanager,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
2767,Hooded Tanager,1,Reserva Natural Palmarí,BR-AM,24 Jun 2018,L3018622,S72092190
2768,Black-capped Hemispingus,4,Reserva Ecológica Río Blanco,CO-CAL,04 Jul 2019,L2241379,S57928050
2769,Oleaginous Hemispingus,1,RNA Loro Orejiamarillo (Yellow-eared Parrot Reserve),CO-ANT,02 Jul 2019,L604060,S57928028
2770,Black-eared Hemispingus,1,Reserva Ecológica Río Blanco,CO-CAL,04 Jul 2019,L2241379,S57928050
2771,Orange-headed Tanager,2,Itatiaia--snipe valley farm,BR-RJ,22 Nov 2019,L972134,S70570328
2772,Chestnut-headed Tanager,1,Pico da Caledônia,BR-RJ,26 Nov 2019,L3042326,S62345554
2773,Superciliaried Hemispingus,1,RNA Loro Orejiamarillo (Yellow-eared Parrot Reserve),CO-ANT,02 Jul 2019,L604060,S57928028
2774,Rufous-chested Tanager,,Cajamarca to Celedin,PE-CAJ,06 Oct 2012,L9694147,S64937232
2775,Buff-throated Warbling-Finch,2,Campos do Jordão--Av. Pedro Paulo p. Horto Florestal,BR-SP,17 Nov 2019,L10168377,S72091435
2776,Gray-throated Warbling-Finch,2,Fazenda Museros e estrada,BR-SP,11 Nov 2019,L9859332,S61861327
2777,Black-goggled Tanager,2,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
2778,Gray-headed Tanager,,Canopy Tower locality,PA-8,24 Oct 2014,L9690908,S64937310
2779,Flame-crested Tanager,3,Caño Culebra Trail,CO-GUA,08 Jul 2018,L7562069,S72092127
2780,Yellow-crested Tanager,1,Heliconia Lodge,BR-AM,26 Jun 2018,L3172087,S72092183
2781,White-shouldered Tanager,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
2782,Tawny-crested Tanager,,Day 1 2nd week to Darien from Tower,PA-KY,01 Nov 2014,L9690666,S64937316
2783,Ruby-crowned Tanager,2,Guaraú--área geral,BR-SP,10 Nov 2019,L3532504,S72091478
2784,White-lined Tanager,,Keulap to Abra Patricia,PE-AMA,10 Oct 2012,L9694503,S64937203
2785,Red-shouldered Tanager,2,Río Inírida--Inírida,CO-GUA,08 Jul 2018,L2613195,S72092125
2786,Fulvous Shrike-Tanager,1,Reserva Natural Palmarí,BR-AM,24 Jun 2018,L3018622,S72092190
2787,Flame-rumped Tanager,,Canopy Tower locality,PA-8,24 Oct 2014,L9690908,S64937310
2788,Brazilian Tanager,1,Itanhaém--Rua Jequirituba,BR-SP,09 Nov 2019,L4998910,S62338095
2789,Black-bellied Tanager,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
2790,Silver-beaked Tanager,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
2791,Masked Crimson Tanager,4,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
2792,Crimson-backed Tanager,,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
2793,Vermilion Tanager,,Abra Patricia to Rumipata,PE-SAM,13 Oct 2012,L9695084,S64937193
2794,Golden-chested Tanager,6,RN Aguaclara,CO-VAC,03 Jul 2018,L4303937,S72092156
2795,Gold-ringed Tanager,2,Cerro Montezuma--Los Chorros,CO-RIS,07 Jul 2019,L6109719,S58038180
